Comment	Sentiment
 Dr. Fu  presents as genuine and caring.  She takes the time to listen and makes well thought out recommendations. Unfortunately, it’s very difficult to get into Dr. Fu,  however, I believe this is an indicator of what an excellent practitioner she is.  	2
Dr. Fu was great at explaining everything in terms I could understand! She didn't treat me as another number but as an actual patient! I would highly recommend Dr. Fu for OB care!	2
I greatly appreciate Dr. Fu taking time to talk with me and explain things in a way I understand.   	2
I am extremely satisfied with Dr. Fu! She is caring, down to earth and always makes the dreaded annual exam fast and painless. I trust her completely to help me through any problems I may have.  I always feel welcome and comfortable in their offices.	2
Dr. Fu delivered my 3rd child 2 years ago. This was also my 3rd c-section. She is very sweet and cares. She listens to your concerns, always has a smile and I never felt rushed. I would definetly recommend her. 	2
Dr. Fu is incredibly personable and puts me at ease with all my heath care questions and issues.  	2
"If you want to be berated to tears in the private confines of his exam room alone with him when you're ill and seeking care then he's the ""doctor"" for you!  Disturbing that he has a license to practice."	0
A very kind and compassionate doctor.  Took time to make sure I understood everything. 	2
Dr Gibbs delivered my youngest son 26 years ago and has been my gyn ever since.  He is very compassionate and caring with his patients. My kids always heard so many good things about him that my oldest son's daughter was delivered by him! 	2
Dr. Gibbs is a great Dr. I transferred to him because he accepts high-risk pregnancies and I was going to a reproductive endocrinologist for infertility.  Dr. Gibbs is very thorough and spends ample time making sure all your questions are answered. I have endometriosis and he treats me for that as well. I believe he genuinely cares for all his patients.  I highly recommend him. 	2
I've been with Dr. Gibbs for over 25 years and I am very pleased with his care!	2
I've been with Dr. Gibbs for 26 years and find him to be the best, trusted doc I have. Without exception he spends the time needed to listen and discuss problems and solutions, and is great at involving me in treatment decisions. I'd give him 10 stars if I could.	2
Intelligent, experienced, well-formed scientifically & competent medically. Listens well to patients.	2
I can't thank Dr. Gibbs enough for his help with my problem.  Three months of vaginal burning and one visit to him and his suggestion helped immediately.  He is a real God send to all women.  He is very caring and gives details so we understand our problem and he comes up with answers that help immensely.  I wish all doctors were as good as Dr. Gibbs.	2
The receptionist in this office has been very rude to me from the beginning. Not to mention, I was 15 min late due to circumstances beyond my control , drove an hour to get there, and they canceled my appointment because I was late. Very rude, in my opinion. The least they could do was squeeze me in. I have never had that happen at any other doctor I've ever been to. Melanie is wonderful, but I may just stop going due to their stringent office rules.	0
The visit was good not long waiting. Everyone is friendly and willing to help Dr. Cohen come in and talk with you to see how she may better assist your needs. She even gives her diagnoses and proceed with what is best for you. She is a very good doctor and I would recommend her to all women.	2
Dr. Cohan has been my doctor for 15 plus years!  She’s amazing and easy to talk to!  Love her?	2
Dr. Cohan has been my doctor for over 25 years, that alone should speak volumes.  She cares about her patients, taking time to ask about family, kids, etc.  she delivered both my kids so it’s nice to have that connection.  I highly recommend her to anyone looking for an OBGYN! 	2
Dr. Leslie Cohan is a doctor every woman should have as their OBY/GYN contact.  I came to Dr. Cohan because my general doctor could not correctly diagnose a problem. Dr. Cohen immediately recognized the problem, provided tempory safe relieve so as to eliminate further damage & connected me with a specialist. She is a very intelligent & compassionate woman! Her staff is personable & accommodating to their patients.	2
"I like that I feel so confident with the open attitude of Dr Cohan.
I am not just ""an appointment""
She has pictures of her family near the examination rooms and will comment if she has a same situation as I do. I feel I have her professional expertise and personal experience from which to draw. 
The staff is excellent and friendly. It is a good experience to go to the doctor, in her office."	2
Dr.Cohan is exceptional.  She is thorough, caring, approachable and respectful. Her office staff is always courteous. They are punctual and professional. Dr. Cohan and her staff are prime examples of a well run practice! I am gratful for them!	2
Since day one the staff and Dr. Cohan have been so sweet and caring. I’m so happy I found her. There’s almost no waiting  time when I go to my appointments and the front desk girl is so sweet . I recommend Dr. Cohan 10000% ;-)! 	2
Dr. Cohan has been my gynecologist since 2000.  A co-worker recommended her when I moved to Houston.  I would and have recommended her to other friends.	2
Dr. Cohen has been my doctor for decades and I am very fortunate to have her expertise, her compassion and being able to depend on her to take care of me through the years !!	2
Great doctor and I don't mind saying she is the truth. Just recommended Dr. Cohan to a friend that is looking for a new Gyno this week. 	2
I have appreciated Dr. Cohan's concern for my health issues for several years.  I have always found her friendly and professional.	2
She is a great  doctor and very knowledgeable.excellent bedside manner’s. She is highly recommended	2
I like Dr Cohan and her friendly office staff. 	2
She is the best. Been with her 25 years. 	2
Love Dr. Cohan and her staff!!!!	2
Dr. Cohan and her staff has always made my visits to her office an enjoyable experience even though I don’t particularly like any kind of medical exams.  She always answers all questions that I may have; her nurse and receptionist are cheerful and receptive to my needs.	2
Dr.Cohan is great. She answers all my questions and takes the time to listen.  Front office staff and nurses are efficient and friendly!	2
I have been seeing Dr. Cohen since 1990.  She is an excellent OB/GYN, very caring and patient. The office staff there is wonderful With very little turnover in the years that I’ve been going there. 	2
I have been seeing Dr. Cohan for over 10 years.  She and her staff are very professional and always helpful.  At the Sugar Land location appointments are always on time.  I will continue to see Dr. Cohan and highly recommend her to anyone.	2
"Dr. Cohan is the best gynecologist I've ever seen.  She is very knowledgeable and provides education on every visit.  She is observant and great listener.  She is easy to talk to and personalizes your treatment so you feel better soon.

Her staff are friendly, competent, and professional.  I am always able to be seen quickly for any problem I have."	2
She listens carefully with no judgement and is highly competent but patient and flexible.	2
I have been a patient of Dr. COHAN since 2006.  I have been so satisfied with the customer service, expertise, professionalism and care that she always extend to me and her patients.  In fact, I have recommended her to one of my friends who have been married for a while but never get pregnant.  She saw Dr. COHAN as I suggested and she got what she wished for.  Dr. COHAN made it possible.  She had her first pregnancy.  Dr. COHAN is really heaven sent to me and her patients.  God bless her more.  	2
I found Dr. Cohan to be on time, caring and a great listener.  The office staff was equally top notch.	2
I have been going to her for 28 years.  Always a pleasure very professional and personable.  	2
I have been seeing Dr. Cohan for 20+ years.  She is very knowledgeable, courteous, and thorough.  I love that she has a location convenient to me without having to always go to her main location.  It is great to have a physician that cares and looks out for you.  It will be a sad day when she is no longer in practice.	2
Dr. Leslie Cohan has been my OBGYN since 1988. She is an incredible physician and a remarkable person. She delivered two of our children, who are close in age to her own children, so we share family stories at every visit. She is very patient, professional and truly cares about her patients. Her staff is very pleasant and attentive. I have recommended people to her in the past and they really  like her. I highly recommend Dr. Cohan to anyone looking for an OBGYN. 	2
I would refer anyone to Dr. Cohan. She is friendly, knowledgeable, and upfront about women’s health. I am now driving 2 hrs to see her because I trust her decisions when it comes to my body.	2
I have been going to Dr Cohan for probably over 20 years now.  She is professional and knowledgeable and has always addressed any concerns or questions that I have had.  I would highly recommend her.  	2
The office staff is always very friendly and courteous. Wait time is never a problem. Dr. Cohan takes the time to provide thorough answers to questions. Very high level of trust.	2
I have seen Dr. Cohan for over 30 years. She and her staff have provided excellent care and personal attention to me. I have referred family as well as friends with complete confidence. 	2
Dr. Cohan is the absolute best! I love how she explains everything in a way that I can understand. Everyone is friendly and inviting. You will probably even get a good laugh in before you leave. I will never use another doctor as long as she is practicing. 	2
I have been a patient of Dr Leslie Cohan for over 26+ years.  She is very professional, courteous and kind.  Very easy to talk with and she take the time to explain procedures, plans or advice.  And Dr Cohan also do follower up with her patience as well.  And this is very important to me.  I would recommend her to family, friends and co-workers.  Dr Cohan is simply the best!   And always have a great smile. If the Lord bless me to be here 26 more years she will still be my Doctor.  Ms Vada	2
Office staff very welcoming and helpful.  Dr. Cohan was prompt, thorough and answered all of my questions.	2
Very knowledgeable and quick to help resolve my problems with simple treatments. She was easy to talk to and I was comfortable with my treatment plan.	2
"5 star doctor!
I've been seeing Dr. Cohan for the last 15 years.
She is prompt, direct and patient.  She also makes time to explain and answer questions.  Her team is always smiling and friendly and very accommodating.  I wouldn't trust anyone else.
"	2
Dr. Cohan has been my doctor for 15 plus years. She always has time for your questions. Great bedside manner. Would and have recommended her to my family and friends. 	2
Dr Cohan is amazing. I highly recommend her!!	2
Dr Cohan is a great person and a good doctor. However, I think she should stick to ob/gyn. She circumcised my son and it was so poorly done he had to have surgery at 3 months old to fix it. When we complained about the job she did, she tells us it is common in 1% of cases, and I say that is unacceptable. My son did not grow extra skin from initial circumcision. If it was done right, then we wouldn't need a surgeon to cut off the extra hanging skin. DO NOT let her circumcise your kid	2
Love this office!!! I have been seeing Dr. Cohan for over 20 years!!! Everyone in the office is so professional.  I left for about a year (due to insurance change) and saw 3 doctors during that time.  I am glad our insurance changed again so that I can return to Dr. Cohan. 	2
I have been a patient of Dr Cohan for over 30 years. She's down to earth and really cares about her patients, she will take time to discuss any concerns you may have. 	2
I have been a patient of Dr. Cohan for over 20 years. She has always been so easy to talk to. She always takes the time to answer my questions  and discuss any concerns I have. I trust her decisions. Her office staff is always very happy and attentive. 	2
The best provider you will find. Dr. Cohan and her staff are very professional . Have been with her for 20 + years.	2
I appreciate the professionalism as well as the friendliness of Dr. Cohen & staff and highly recommend them.  I feel valued as a person and always receive excellent care.  She listens and responds in an understandable way.  I never feel rushed and I can ask anything knowing she will tell me truthfully. I am an older patient and she is very gentle during the exam..  All of the office personnel are great.   Scheduling appointments is easy and I receive e-mail reminders, which is convenient.  	2
I love Dr. Cohan office. Her and her staff is very caring. I been going to her for about 2 years now. We are moving a little further from her but I still want to come here because I feel comfortable here. Her staff will do anything to get you in if you have an emergency even they have really busy schedule. Thank you Dr. Cohan,  Priscilla,  Mckayla and Tonique. 	2
I had to find a new ob after 18 years due to my provider falling out of my insurance plan's network.  Dr. Cohan's and her staff welcomed me with open arms.  On my first visit, they made me feel as if I had been a patient for years.  Very friendly, eager to help and the atmosphere is so inviting. The kicker is, I was fit into the schedule and there was no wait time.  I am so glad, my ob is no longer in the network because I would have never had this experience to share. I wholeheartedly recommend	2
I've been cared by Dr Cohan for years. She's very knowledgeable, thorough and caring. Her staff is outstanding, too! I highly recommend her. No matter where you live in the Houston area. She's worth the trip to the Medical Center!	2
I have been seeing Dr Cohan for 15 years now. She has always been very professional and kind. She supports me with whatever decisions I make about my body. She also keeps me informed on all the latest options that fit my needs. I would never use any other gynecologist even if she wasn't covered on my insurance plan (but she is thank goodness!). I highly recommend Dr Cohan and her staff at the Fannin office. 	2
la mejor atención, el mejor doctor que puedes escoger, el fue mi 2 ginecólogo y desde mi primer cita me ENCANTO, no lo cambio por nadie, gran persona, se toma su tiempo para explicarte todo, y se asegura de que todas tus inquietudes queden claras, trata con cariño y con paciencia, no te arrepentirás de escogerlo como tu doctor.	2
I had my first consultation with Dr. Novac today and already I am so thankful to have chosen him as my doctor . I have gone to multiple OBGYN’s and none have cared like Dr. Novac does . He actually sat down with me & took the time to look through my medical records & actually explain things to me . Forever grateful . Can’t wait to have him deliver my baby. 	2
Dr. Novac is very kind and informative! Office visits are always very quick! He is very helpful. The staff is awesome! 	2
Sin duda alguna,darle 5 estrellas es poco,excelente profesional,amable, excelente ser humano,lo maximooooo	2
"My name is Dailen Dominguez, and I was a Dr Novac's patient.
Incredible attention was provided on all of my visits.Dr. Stefan Novac is an excellent professional and a great human being, he really cares for his patients 
well-being. I am greatful to have found such an amazing professional. I always feel like a member of the family.Dr.Novac is the best OG/GYN !He is so thorough when he examines you. He is extremely knowledgeable in the field of Obstetrics and has a warm personality. He is the best"	2
Very professional and polite, treats patients with respect and explains everything and answers all questions in a way anyone can understand! Very detailed... Amazing office staff! Very helpful and got me a next day appointment for an emergency.... happy to have found a doctor who makes me feel comfortable!	2
I am very pleased with his attentiveness and the level of importance he demonstrates. 	2
The best staff. From the person that book your appointment to the nurse that take your blood pressure. Everyone is super nice, attentive, and very professional. Dr. Novac always on time, with the disposition to answer any questions you may have and provide well exam and complete information about your health and baby’s health. Excellent doctor highly recommend it.	2
If you need an OBGYN I highly, highly recommend Dr. Novac. I can not say enough good things about him. He just delivered my baby on Monday and I am so blessed to have him as my OB. I was a high risk pregnancy and Dr. Novac was there every step of the way making sure me and baby were okay. He is not only very knowledgeable, but he is also very kind, listens to your concerns and answers your questions, and you can tell he loves what he does. Great doctor!!	2
"Outstanding service from first visit all the way to the labor and deliver. Dr. Novac proved to be an incredible doctor. He is experienced, knowledgeable, attentive, friendly and well educated.
No rush during my visits and he was always willing to answer any questions I had. During my labor and delivery, he made sure to be around, being supportive and transmitting the confidence I need.  
This was my third pregnancy and Dr. Novac and his team provided me with the best experience out of the three!"	2
My name is Michelle Egred, and If you are reading this because you are trying to find a great ObGyn for your pregnancy then let me tell you, you are in the right place! I was there sitting on your same spot a few months ago, going through the nearby ObGyn’s list, reading reviews, desperate to find a good Doctor because my first Doctor and his staff game me nothing more than a terrible experience. But I am glad I found De Novac! Him and his staff are so good and caring! 100% recommended! 	2
I would highly recommend dr novac. He is been my obgyn for the past 2 years and he took care of me on my entire pregnancy. My delivery was nice and easy thanks to his experience.	2
Dr. Novac is professional, kind, knowledgeable, thorough, gentle, with a loving heart. He actually took time to listen to me and address all my concerns. Great experience!	2
Best doctor ever!!!	2
I have never met such a knowledgeable and caring doctor. He makes me feel very confident that my health and the health of my baby are in excellent hands, and he always goes above and beyond to make sure I do not have any questions or concerns. The office is beautiful and staff is very approachable. Definitely recommend 100%!	2
"Excelente medico y gran ser humano. Doy gracias a Dios por ponerlo en mi camino. Fue una gran experiencia mi cesárea, pues me encontraba muy nerviosa, por ser nueva en esta ciudad y no conocer a ningún medico. pero fue una suerte increíble, llegar a sus manos.

"	0
Dr. Novac is a professional doctor, very caring, and with a compassionate heart. I had an outstanding experience with my third child. I would recommend him for any of my friends and family members. Thank you, Dr. Novac for your awesome service.	2
"I have no words to express what i think about this doctor. 
it's simply AMAZING!! beautiful heart.. very patience.. 
"	2
I have the best experience with Dr. Novac, he is an excellent Doctor. The office is brand new nice and clean. Also, he is very professional and caring with a great heart. Really cares about his patients. I recently had my baby and it was an awesome experience thanks to him . I highly recommended Dr Novac	2
Estoy feliz de haber encontrado un doctor  con una gran calidad humana y profesional.  Es mi primer embarazo y en cada visita se toma el tiempo para responder cada una de mis preguntas. Todo el personal de la oficina muy atentos con cada paciente. 	1
"Great Doctor,
We recently found out my wife was pregnant with our first baby. Dr Novac has been a great help and source of information for novice parents. The facilities are excellent, great staff, and Dr Novac is very helpful and has a great attitude."	2
Best gyno I ever had. 	2
First of all Dr.Novac is a Human with the big H and an excelent Doctor. Very caring, professional, responsible. He did his best to deliver the maximum quality of his service. My delivery was just perfect, postpartum attention was at its best, me and my baby are so grateful to him. I definetly recommend this OBGYN.  ?? ????? ?????? ?????????? ??????? ?????? ?? ???????????????, ?????? ? ??? ???????????????, ? ??????? ?? ??????? ?? ???. ?? ?????? ? ??????? ? ??????? ?????! ????????? ?????????? ???	2
"This was the best team of medical staff I have been around in a long time. Dr. Novas is very professional, nice and helpful. I am very impressed, and thank you so much  for providing such wonderful service.

Sincerely;

Marian Zambrano Milano
Miramar, Fl"	2
He is the best one! 	2
I liked he listened to me and helped me to resolve my situation. I appreciated it. 	2
"Dr. Novac is the BEST doctor EVER!!!!!

Super professional and trusted. Well explained with everything he has to let his patiens know.
I just had a surgery with him and was wonderful, his office staff made all the arrangements quickly.
The experience at the hospital was excellent .
Defenetly I recommend him !!!! 
 "	2
Kindness, professionalism, discipline. And with no rush, the time is yours. We felt from min. 0 in good and safe hands. An excellent choice.	2
Excellent doctor and excellent person too. I will recommend him for sure. He has been my doctor during the pregnancy of my second child and he is great.	2
"I took my daughter to see Doctor Novac and could not be happier. He took the time and patience to listen to both of us. After, he gave us the different options we had and the adecuate treatment for my daughter to follow. He was very professional and polite.  A few days later, he even took the time to call and asked how my daughter was doing. 
I HIGHLY recomend him.
His staff and office were also excellent!!"	2
Dr. Novac is very professional and always takes the time to explain everything. I am very satisfied and highly recommend it.	2
"The Dr. Novac  is very professional and the staff very friendly. 
Thank you. "	2
I had many doctors during my pregnancy and My family was so lucky to cross path with Dr. Novac, he was extremely patient and made sure I was well informed about every stage during my pregnancy. Even when I had questions after office hours he would reply immediately to my questions. One of the many concerns I had was to have natural birth and he made sure I had a safe natural delivery and was present in every way during the birth. All I have is great appreciation towards Dr. Novac and his Family.	2
I have been a patient of Dr. Novac for over 2years. I'm really happy he opened his own practice because now wait times and scheduling time are way shorter. He also has the latest technology always available and very knowledgeable.	2
I'm so happy I found Dr. Novac. Excellent Doctor, he takes the time to explain, great person and professional, lovely office. Darlene was super sweet. I hIghly recommend Dr. Novac. 	2
I am really happy to happy in his new private office. It is a wonderful experience to have him as a provider and his staff is very friendly. He always takes the time to talk to me about my concerns and answers all my questions and the best part he is always available when ever I need an appointment. Amazing doctor with great side bed manners and very kind to me during my visits. 	2
Dr. Birman was recommended by another Ob-gyn....upon meeting him the first time he was very personable and took a good 40 minutes to talk to me and listen to my concerns. By the time I met with him I knew what I wanted to do and after looking at my detailed medical records he agreed with my choice of action. I had surgery almost a week ago and so far healing well after following his orders. I would highly recommend him. 	2
This doctor is a most horrible person that could be. My pregnant wife mistakenly parked in his parking space but he made her cry.	0
Great doctor!  Very professional and knowledgeable! I highly recommend Dr. Birman! His office personnel was very friendly and made me feel very comfortable as well. I am glad I found this office!	2
I'm a patient of Dr Alex Birman, he's very professional, his work team is very good too. I had laparoscopic surgery because I suffered from endometriosis and after that I am in excellent health conditions, my situation resolved, the doctor is concerned about the health and well-being of his patients, I recommend it to all people. Congratulations Dr. Alex Birman to you and your team and thank you for your work	2
Dr.Birman provided the best care for me. He delivered my daughter a week ago. Everything went quick and painless, I recovered within minutes due to his professional medical approach to labor. Thank you Dr. Birman for this life changing event. Can't wait to come see you for baby number 2 :)	2
I went to Dr. Birman for the 1st time. Within 5 minutes of meeting me, he recommended surgery. I was there for an annual. He is money hungry. He scoffed at my insurance and made me feel uncomfortable. Not to mention his exam was a bit painful. I have never felt so unhappy after a routine exam! Next time I will pay full price for Dr. Shatz or go back to my original insurance.  The garbage was overflowing which was quite disgusting.	0
Dr. Birman was great! His level of professionalism and effiecny made me feel extremely comfortable during my visit. He was able to answer all my questions. I was able to go during my lunch break to get a pap and was in and out in under 30 minutes . Highly recommend him! His office staff was very pleasant as well at Gynecology and more. 	2
kind, respectful  and professional.	2
Trully the best doctor! Great experience! Highly recommend to all of my friends, to all expecting moms. I had 2 kids delivered with Dr Birman and it was the most amazing experience in my life. His staff is very friendly and very supportive. Dr Birman has personal approach to every patient and you can reach out to him at any time. 	2
I would definetly recommend to anyone!	2
Compassionate doctor and his staff is very friendly. I feel very relaxed during his appointments. I would highly recommend his office. 	2
Very satisfied with treatment provided by Dr. Birman. Great physician	2
Dr.Birman is my favourite OB/GYN physician, he is very caring and competent. All my issues are always addressed professionally, and he answers all my concerns and questions. Did not perform any unnecessary procedures, which is so important today. His office is clean, staff is friendly. Great doctor! 	2
Great doctor. Really takes his time explaining everything. 	2
I am one of the older patients of Dr Bucks. She always takes time to answer any and all of my questions. I drive an hour to visit Dr Buck and will continue as she one of my best Doctors!	2
This whole place is wonderful. I couldnt get in with my normal ob so was little uneasy but mrs buck was so nice and kind and made me feel at ease. So far 2 out of the 3 doctors I've seen are great in sure the 3rd is as well!!	2
I was recommended to this Doctor by my primary and did the homework of checking reviews and found this to be a great experience.   There was a bit of waiting but when the Dr. Buck came in the room you had her full attention.   You did not feel rushed and she did not interrupt when you were talking.  Answered all questions and was very pleasant.	2
Love  Jenny Buck. She is amazing!	2
Dr. Buck was very easy to talk to.  She really listened to my concerns.  I trust her opinion and expertise.  I would definitely recommend her!	2
Pleasant staff. Dr. Buck was friendly, knowledgeable, and professional. Provided complimentary socks! Glad I found this office and Dr. Buck.	2
Dr. Buck is attentive listens to what you have to say. Dr. Buck is compassionate and caring.	2
Dr. Buck is a great doctor. So thankful I found her.	2
I saw Dr. Buck due to post menopause.  She was very understanding and spent time talking to me about my concerns.	2
Very professional	2
Dr. Buck is so easy to talk to and very caring,highly professional.I would be proud to recommend her to my friends and family	2
Dr Buck has a wonderful, caring personality and sense of humor. She listens to every concern, asks questions and provides sensible answers. She sets your mind at rest and is very thorough. Outstanding doctor.	2
This was my first visit. I was very nervous but Dr. Buck was very kind and very easy to talk to.	2
I gladly drive the additional miles in order to obtain my Ob-gyn care from Dr. Buck.  Dr. Buck and office staff are professional and personable!  Dr. Buck and her staff create an atmosphere that is relaxing.	2
Moved here from TX.  Started having some female issues and I hate going to the doctor.  Long story short I was dreading the appointment.  New office and new doctor.  Dr Jenny Buck was amazing!  In my 52 years I have never had a doctor treat me with such gentleness and she was so kind and attentive.  She seemed like she was listening and actually cared.  I will continue to request Dr Buck!  Thank you for being kind and gentle.  	2
Dr.Buck is awesome, she is a friendly, knowledgeable and caring doctor, I'm so glad I found her and she accepted my health insurance plan. I would highly recommend her and her staff to my family and friends. It was easy to make an appointment online for a time and date convenient with my busy schedule.	2
Thank you Jenny buck for giving me good news today you are very nice and thank you for taking your time with me today and you are a good. Marry Christmas and happy new year 	2
Dr. Buck and the nurses are amazing!!! Thank you so much.	2
Felt extremely comfortable the minute we met.	2
"Dr. Buck is fantastic. She has a very easy personality and makes you feel comfortable as soon as you meet her. She is knowledgeable and listens to her patients concerns and offers options that the patient can think about.

The office staff is pleasant and the ease of scheduling is ideal! I am glad I chose Dr. Buck for my healthcare provider."	2
Dr. Buck takes time to listen and answer all questions you may have, I do not feel rushed and respect her opinion and suggestions.	2
Doctor  Buck  was easy to talk to about some very intimate issues.  Really cares and answers your questions.	2
After moving to another state and leaving my OB/GYN I loved for 25 years behind, I was thrilled to find someone who could continue my care. Dr. Jenny Buck was very sweet, caring and spent a ton of time with me. I highly recommend her! 	2
One of the best ObGyns in town ! So sweet , she listens , her staff is amazing ! I always laugh and smile when I’m in that office ! The whole office is happy and always smiling - very hard to find that !! 	2
"This was my first appointment with Dr Buck and as a new patient I was impressed with the whole package. Dr B was attentive, and interested in why I was there. We discussed a lot of things and made a plan immediately and made a follow up appointment the following day for a test. 
The staff is knowledgeable and very nice. That is not always easy to find.  "	2
Dr. Buck is fantastic! Very informative and always makes me feel as though I am her only patient. She does not rush, always asks if I have any questions or concerns and makes me feel important and cared for! I have complete confidence in her decisions and would highly recommend her to anyone! 	2
Dr. Buck has a very friendly manner, and is caring and gentle during exams. I would highly recommend her.	2
Excellent Gyn. I love that they listen to me ask questions, talk. Not just clicking on the computer and filing paperwork.  They look at me when they are talking, and I never feel rushed.	2
I feel very fortunate to have retained Dr. Buck as my new Physician. She takes her time to listen to the patients concerns. She is very thorough and knowledgeable, and I feel confident with the manner in which she has approached my specific concerns. I would absolutely recommend Dr. Buck to my family and friends!	2
I had my first visit with Dr. Buck and was very happy with her. She made me feel very comfortable. Her and the staff are very nice and very helpful. 	2
Amazing doctor! Really, never have I encountered a doctor who is focused on you, who is on-time and dedicated time with genuine desire to answer your questions and demonstrates true care. My surgery went great and I highly recommend Dr. Buck.  Excellent Dr. and excellent staff!! Congrats!!! 	2
Great experience with Dr Buck. Had my first time visit and Dr Buck was very personable and interactive with my care. Visit was not rushed which was a huge satisfier for me.	2
"I have been to a handful of GYN, and my previous experience was the worst. Dr. Buck was so sweet and easy to speak to. Listened to my ""issues"" and gave honest opinions. Her staff was just as nice including her MA Heather. I would absolutely recommend anyone to this practice."	2
highly recommend dr buck... she always takes the time to answer all my questions and concerns.	2
Dr Buck is AMAZING! She is gentle and very thorough. The staff in the office is light hearted and great to work with. I would recommend this facility to family and friends	2
"I feel very comfortable with Dr. Buck as my GYN.  I had to switch doctors every year for the past 3-4 years because of my insurance and I was very fortunate to find her office.  

I would and have definitely referred her and the office to family and friends."	2
Dr. Buck is AMAZING. She has the best bedside manners and treats her patients like family. I stumbled upon her accidentally as I intended to go to another OB in the same building but wound up in the wrong office (hers) and I couldn't be happier I did. She deserves 10 stars!	2
Dr Rhee is fantastic! She is by far the best Dr I have ever had.  I love going to my check-ups with her every year and she is always the kindest and upbeat Doctor I have ever had. I highly recommend her!	2
Dr. Rhee is so optimistic and cheerful at every visit and truly cares about the well being of her patients. 	2
She has been amazing in the years of my care (12 years). She remembers details about your life and makes every appointment easy. 	2
My sisters told me to see Dr. Rhee and I am so glad I did!!! She got my husband and I through the loss of our first baby and now I'm on baby #3 five years later! My whole family loves her!!! You will too! I do not like hospitals and she made sure everything went as smooth as possible! She has set the bar high for any doctor I ever need to see now!!	2
Best obgyn around! She’s caring and compassionate! She really treats you like a friend instead of a patient. I’ve seen many obgyn and never really could find one that made me feel like I was heard until i met Dr. Rhee. Her whole staff is amazing and they remember you! 	2
"Dr. Rhee is amazing! She really takes the time to listen to your concerns. She would always tell me to call her no matter how small or ridiculous I thought the problem was. I have three children and Dr Rhee delivered my last one and she is hands down the best. She genuinely cares about her patients. I’ve never had to wait long and I’ve never felt rushed. I drove out of state just so she could be my Dr and delivery my baby. 
Thank you for everything Dr Rhee!"	2
Part of the reason I saw the doctor was addressed.  It seemed she was rushed to leave before other concerns were addressed.  I left feeling my concerns were minimized.. I do not see an OBGYN often so I was hoping to have my concerns addressed. Disappointed.	0
Dr. Rhee is a wonderful doctor and I immediately felt comfortable with her the moment she walked in the room and I met her. Glad I chose her as my OB!	2
I was reluctant, as usual, to make my annual appointment especially because my previous doctor retired and I just generally don't like medical appointments. However, I was immediately comfortable when Dr Rhee walked into the room and began to talk to me. I think she's fantastic. I won't hesitate to go to my appointments on time from here on. Thank you Dr. Rhee for making me comfortable.	2
She is an amazing doctor she was so patient with me when i was going threw my menopause i was so miserable but she stuck with me and got me threw it she is a godsend. I thought my husband was just as miserable as i was. I really felt sorry for him but he took it with a grain of salt	2
I absolutely adore Dr Rhee and her office staff. I am a new patient at her office and have Dr Rhee has truly been a God send to me and my husband. We haven't had the best of luck having successful pregnancies, but I'm confident that we will have more luck in the future under Dr Rhee's care and guidance. I would recommend her and her staff to anyone!!	2
She is an awesome Doctor!!	2
When I delivered my baby, my Dr was not on call. Dr. Rhee was and I met my match!! She was fantastic from the second she walked into my triage room to and through my delivery. I could not have asked for a better doctor. She is kind, caring, intelligent and has the best laugh around. Hands down, the best OB in town!!!	2
The best doctor you can imagine.  Kind, caring, and excellent at her job.  I can't imagine delivering my boys without her. 	2
Dr. Rhee is a companionate Doctor. She always puts her patients needs first and goes out of her way to make then comfortable. We love her! 	2
0 star if I could. As a patients we pay these doctors to have 0 issues during the pregnancy and the at delivery. Because they monitor everything and knows everything about their patients. Well, mine did not go that great, end up with 4th degree tear( never been told about it  after delivery. So end up in ER week later with lots of pain and that's when I was told about bad tear ) followed by ileostomy. Basically I have been living the hell last 9 months. You took away my happiness dr Rhee. 	0
Such a great personality.  Kind.  Caring.  Very easy to talk to and very through.  I have suggested her to other friends AND family.  	2
The best obgyn ever! She is amazing and so caring and gentle. 	2
Dr. Otoole is very loving and caring. She always make us feel comfortable. She is very concerned about our health. I would recommend her for my friends and family. Anyone would be glad to receive such selfless love from her especially during pregnancy. 	2
Dr. O'Toole is the best doctor I have had in my entire life. I trust her implicitly. She is gentle, an outstanding listener and always calm no matter what is going on.  She has gone the extra mile for me numerous times in caring for me before my pregnancies as well as through both complicated high risk pregnancies and now heading into menopause. She always responds to my emails personally and calls me personally with test results. Her attitude is positive and encouraging on every issue and conce	2
I had really bad experience with Dr.Otoole. This OB is very fake in giving me hugs, but she cannot help anything as a professional. She does not have knowledge or skill to be a doctor at all. It was really a bad luck for me to choose her as my doctor, i was taking a BIG risk in only hoping I needed be 100% healthy during pregnancy so I would not be cared by her since she could not. She give no useful advises and when I had any complicacy, she only care and protect herself by giving no treatment.	0
Being pregnant with my second child and having had a different OBGYN with my first that I was extremely happy with,  I was worried about finding a new doctor. Dr. Khan was excellent in my opinion, thorougher, clear and direct. All great qualities I  look for in my healthcare providers. I never felt rushed in appointments but they were generally quick which I appreciated. Only one longer wait due to a birth. Perfectly understandable. I was told as soon as they were aware of the delay. :)	2
Dr. Khan took great care of me and my daughter through the course of a high-risk pregnancy with multiple complications. She successfully turned my baby from breach to head-down, and I was so ecstatic to avoid a c-section. Dr. Khan is TOP NOTCH!	2
Dr. Khan was kind and patient as she explained the procedures and answered my questions. You can tell she truly cares about her patients.	2
